19.207562 0.017945 -2.036071 0.557917 0.090552 -0.000290 0.842836 0.785267 0.34732220.568897198851456
20.011702 0.014466 -2.124234 0.347142 0.076592 -0.001971 0.186847 0.017187 0.87633021.098185643261
18.439354 0.014900 -2.111067 0.708481 0.141066 0.001876 0.401190 0.783859 0.99035120.516609900092128
19.915310 0.012095 -2.527788 0.617965 0.042719 0.003662 0.811683 0.476304 0.54798420.182505447389296
20.278476 0.014059 -2.075344 0.478919 0.047548 -0.000139 0.391354 0.046350 0.28642521.152132588037258
19.087346 0.023859 -2.412213 0.726964 0.088885 0.002755 0.314985 1.089859 -0.09388921.516807571041266
20.204241 0.014649 -2.452118 0.416948 0.042471 0.000110 0.452567 0.405306 -0.03284222.464350489055963
18.750173 0.015720 -2.408266 0.888219 0.100062 0.002927 0.852581 0.247189 0.39319520.4277405422256
19.290404 0.024040 -2.681846 0.471466 0.061931 0.006842 0.679654 0.042898 0.29100821.019887949978155
19.870601 0.031499 -2.913834 0.057129 0.040061 0.006446 0.732942 -0.312020 0.07021220.001991757835622
18.853838 0.026923 -2.511270 0.394587 0.076250 0.006873 0.634784 1.396578 0.61097419.978139002862058
19.212375 0.025391 -2.663296 0.020372 0.122415 0.003971 0.317882 -0.765007 -0.28142021.470817312131903
19.960777 0.018614 -2.754216 0.564964 0.063547 0.002088 0.462778 0.687926 0.25160920.35615667331392
19.732852 0.024094 -2.251103 0.220576 0.061674 0.002426 0.360903 0.871153 0.15570920.689085257291715
20.091913 0.015345 -2.621555 0.706054 0.048869 0.001406 0.539623 0.084858 0.10067622.08201457864927
20.439208 0.016525 -2.385637 0.634892 0.011605 0.002586 0.368777 -0.268782 0.57799621.705102792720815
18.562991 0.017988 -2.424733 0.612282 0.132782 0.005475 0.725243 -0.338712 0.47476621.32073254612496
19.962038 0.016287 -2.548868 0.449143 0.033829 0.007328 0.690964 0.786091 0.76076521.454750509109676
20.061913 0.021900 -2.426770 0.554166 0.009198 0.006591 0.955410 0.284142 0.54425621.372063810661402
19.698040 0.011866 -2.458514 0.677316 0.083429 0.001964 0.848235 0.816260 0.96628821.674529084821256
20.198230 0.022426 -2.294227 0.079245 0.029800 0.003955 0.212261 0.751736 0.33159120.676330370559775
19.446391 0.019454 -2.187566 0.681036 0.069018 0.002155 0.617744 0.243244 -0.24348721.185895010214388
19.847742 0.008158 -2.579811 0.908280 0.053149 0.007323 0.733322 0.115775 0.56894121.221395664884987
19.254850 0.016827 -2.440575 0.492374 0.127918 -0.003113 0.611650 0.561390 0.60934520.935239257515295
19.232297 0.023306 -2.276599 0.538217 0.078958 0.000198 0.813731 -0.203934 0.23321522.1593002674843
18.734929 0.022343 -2.492490 0.985946 0.088010 0.000708 0.562994 -0.030689 0.78745320.69737652270249
19.928635 0.017898 -2.484621 0.039498 0.089308 0.000590 0.597454 0.206447 0.42020720.630767709805333
19.671916 0.016658 -2.392707 0.652903 0.057126 0.001294 0.470575 0.647709 0.42695721.690212482835236
18.559780 0.028392 -2.336422 0.366639 0.143636 -0.001951 0.503683 0.234571 0.35240922.02206573764856
18.110634 0.033051 -2.086576 0.947430 0.099711 0.003470 0.540752 0.974746 -0.04264222.271658220994876
19.682786 0.016960 -2.267014 1.140445 0.023985 0.005572 0.697214 0.772124 0.06787120.820320818920834
20.235337 0.019051 -2.659866 0.614124 -0.001299 0.008704 0.636106 1.071834 -0.23502122.030252075011166
19.235194 0.024287 -2.349464 0.410696 0.060014 0.004620 0.944308 0.557216 0.10794020.79607191778076
20.255926 0.018072 -2.713494 0.513774 0.030726 0.003574 0.786241 -0.469278 0.71243021.08782442971528
19.479367 0.015550 -2.179764 0.781192 0.073454 0.002249 0.394878 0.355461 0.75069421.355241639366465
19.549967 0.018050 -2.552904 0.389673 0.098924 0.000416 0.545262 0.797427 0.28024122.079602434229034
19.131392 0.016024 -2.406560 0.796332 0.076212 0.007972 0.535073 0.361099 0.15640320.99437583768991
19.451834 0.010662 -2.343734 1.215298 0.065732 0.001183 0.587067 1.367837 1.08728421.20744319503797
19.831972 0.032129 -2.555809 -0.067793 0.057396 0.002071 0.464951 0.735410 0.14754420.776782031133703
20.001027 0.018743 -2.034887 0.256346 0.035688 0.001547 0.638230 1.323366 0.78234821.641848814638212
20.061002 0.019441 -2.312543 0.536757 0.006699 0.003275 0.885291 -0.132496 0.65488021.401746219170086
19.364431 0.017373 -2.697324 0.615170 0.066018 0.005012 1.087078 0.761116 0.78067621.062923345379534
19.045327 0.035382 -2.334592 0.574999 0.037394 0.002005 1.215721 0.480012 0.87302322.119755401346804
19.970056 0.015218 -2.045715 0.753328 0.044657 0.000672 0.366652 0.330134 0.19658221.473574409124886
20.029332 0.010562 -2.322375 0.575995 0.051114 0.003253 0.843150 -0.943980 0.71624820.944469002066374
19.509621 0.013623 -2.513544 0.698755 0.049391 0.010082 0.654453 -0.377778 0.59139822.354128197647672
18.053351 0.033754 -2.336274 0.542513 0.109651 0.004359 0.938549 1.358919 0.03934021.309200637302027
19.754286 0.024979 -2.098056 0.385509 0.033478 0.003061 0.831129 -0.313975 0.22172120.515414471194067
19.465216 0.016623 -2.709019 0.738990 0.067550 0.006835 0.571706 -0.327150 0.42075720.929218994772736
19.646331 0.016814 -2.367369 0.612725 0.046882 0.007099 0.521668 1.590381 0.34373321.522692068917586
19.273992 0.018370 -1.988232 0.539310 0.068036 -0.000147 1.074895 0.857680 0.63741021.799062982621535
18.366231 0.024790 -2.215190 1.012213 0.126268 -0.002622 0.741103 -0.027483 0.46238720.837493748316692
18.956060 0.021389 -1.994404 0.535935 0.100191 0.002550 0.225067 -0.238666 0.23904820.297372981333456
19.273582 0.013888 -2.528180 0.442947 0.113465 0.001372 0.789052 0.144324 -0.07134120.633031460872466
18.982703 0.022739 -2.243415 0.214385 0.119675 0.002427 0.521941 0.259484 0.17210120.564234868998483
19.002112 0.010068 -2.248834 0.856894 0.101267 0.004690 0.923284 1.450797 -0.04894820.776355090453286
19.180474 0.027792 -2.470062 0.531736 0.042589 0.009227 0.604917 0.502849 -0.07303720.671936438342716
18.794112 0.022545 -2.075929 0.618766 0.109861 0.000255 0.852426 0.276963 0.53645220.686241333657208
18.652663 0.024486 -2.591037 0.466099 0.128375 -0.000252 0.995139 1.502382 0.41681320.76711019779518
18.970438 0.013897 -2.469744 0.596739 0.109550 0.006015 0.775960 -0.602913 0.54401921.230994074679685
19.865539 0.018716 -2.549967 0.527908 0.027190 0.004841 0.609273 0.697230 0.22296122.220605727968845
18.877009 0.024501 -2.004000 0.486315 0.090828 0.003219 0.875036 0.437935 0.87187821.5929661053676
20.223514 0.018967 -2.247493 0.230524 0.038379 0.005234 0.478816 1.284044 0.11727521.56003997142038
