18.397340 0.012976 -2.526239 1.200660 0.083905 0.006271 0.937910 -0.047985 0.55741630.416369946646714
18.657719 0.013309 -2.420064 1.414251 0.043266 0.006205 0.914611 1.203961 0.68670931.66714966118213
19.499055 0.012000 -2.588731 1.295680 -0.007233 0.008219 0.940336 -0.399434 0.20998231.50564488360392
18.671256 0.005051 -2.552910 1.253890 0.085593 0.006524 1.257139 0.422610 0.87425129.67274704874461
18.797584 0.012330 -2.159986 1.315877 0.033914 0.008667 1.081326 -0.076098 0.85014029.74554558085074
17.823697 0.019178 -2.241254 1.611072 0.065104 0.008724 0.708526 -1.745290 0.25815629.14841354093634
17.707186 0.017494 -2.329784 0.859165 0.133837 0.007174 0.880158 -0.169733 0.36525831.017669022323798
17.789450 0.018620 -2.518206 1.470609 0.117449 0.000672 0.967969 0.079611 -0.03551830.728176136488734
19.716587 0.003630 -2.557154 0.895175 0.022433 0.009950 0.992311 -0.888632 0.56547731.607601032479895
19.109621 0.009941 -2.741633 0.941515 0.063141 0.009190 1.141391 -0.369209 1.14428731.104531289192312
17.238648 0.013957 -2.413294 0.676617 0.151431 0.012799 1.265974 -0.712130 1.26428730.290351940900166
18.350964 0.007358 -2.254432 1.427448 0.077387 0.004485 1.581813 -0.509469 0.81740029.823236758166427
17.513904 0.012426 -2.539021 1.220350 0.156388 0.003847 1.005084 -0.134637 0.73239329.367740873317302
17.994879 0.018064 -2.225798 1.077837 0.095617 0.011117 0.647279 -0.153705 0.19843630.69809549689451
18.159606 0.011800 -2.558219 1.153060 0.124794 0.004971 1.015853 0.308718 0.30929930.397447207238155
19.176550 0.001932 -2.520606 1.457452 0.056762 0.004704 0.726890 -0.851215 0.58428930.386934821096435
18.118613 0.007075 -1.967345 1.294910 0.113506 0.005087 0.859226 0.043936 0.53974930.046886871073415
19.421212 0.010400 -2.425819 1.071788 0.065331 -0.000804 0.585356 0.170907 0.67246131.23760246272974
20.030005 0.000021 -2.346997 0.827773 0.035927 0.005428 0.713052 -0.777216 0.40339829.686400659899256
18.941062 0.008561 -2.778445 1.193143 0.039097 0.009975 1.174843 -0.491673 1.40850930.06925973435857
18.321254 0.010471 -2.584556 1.275401 0.099397 0.008959 0.639754 0.790302 0.66700530.26781133322069
19.296642 0.004164 -2.436564 0.874338 0.060294 0.011587 0.475015 -0.693415 0.22090530.89561159589592
17.913495 0.009847 -2.343067 1.206891 0.141889 0.003986 0.946331 -0.505304 -0.15178430.538033567219937
18.571383 0.006608 -2.234670 1.284632 0.070879 0.011080 0.624701 0.996398 0.53241529.8070394420449
17.432707 0.015190 -2.742687 1.399066 0.127698 0.007834 1.033398 0.300546 0.37697830.119972658878627
18.303449 0.009454 -2.542111 1.134733 0.092110 0.006572 1.017498 0.319124 1.18183630.60301145399904
18.070529 0.018318 -2.715866 1.439954 0.072936 0.008195 0.976309 0.088719 0.65760729.622526819702802
18.842911 0.013791 -2.802464 1.211249 0.051625 0.008913 0.881684 -0.182122 0.44523730.324625863217058
18.334150 0.013865 -2.618901 1.068442 0.114171 0.003542 0.793932 -0.995335 0.51058028.909648631102858
18.717010 0.019766 -2.256849 0.415915 0.090917 0.002507 1.116944 0.266729 0.46091529.39183324583767
18.109817 0.022424 -2.197499 0.928843 0.092909 0.003525 0.410097 0.063463 0.89118529.18186384414725
18.148720 0.008746 -2.412623 0.910168 0.102900 0.008971 1.413862 0.166636 0.82646830.702514388265993
18.975886 0.010339 -2.718093 1.445628 0.065383 0.000694 1.035101 -0.070647 0.54143831.76357585262888
18.393542 0.004090 -2.429078 1.414948 0.095881 0.005820 0.693214 -0.563438 0.95997029.40174612506246
19.012124 0.018097 -2.443391 1.157667 0.027051 0.005906 1.166365 0.349367 0.70028729.827732487210092
18.298306 0.014460 -2.571365 1.152231 0.086205 0.007182 0.733688 -0.289050 1.28220329.12320671430993
18.082711 0.019124 -2.797029 1.213244 0.093783 0.008328 1.236509 0.256139 0.42339130.011119214331007
18.590278 0.018605 -2.216468 0.887129 0.068221 0.003708 1.149944 0.756907 0.48790328.67884221976279
18.134174 0.017821 -2.421235 1.102244 0.087426 0.006062 1.111618 -0.036067 0.33340928.516808085077262
19.687396 0.008431 -2.627847 1.150660 0.011274 0.008148 0.779226 0.113102 0.68523930.839143187210826
18.413178 0.004141 -2.526727 0.945298 0.155731 -0.001902 0.890829 0.406222 0.19436929.143232492777816
19.033617 0.002553 -2.700637 1.225901 0.095055 0.004300 0.788377 0.484393 0.62141230.69728199385196
17.801406 0.018700 -2.585448 1.053785 0.122347 0.003007 1.077592 -0.097993 1.18643930.48997715801024
18.406276 0.002507 -2.275064 1.215711 0.117937 0.003388 1.165576 -0.558820 0.86300231.37889819386014
18.415196 0.012577 -3.016586 1.271151 0.100991 0.008356 0.953184 0.293394 0.47842130.302727902916843
18.566198 0.002679 -2.376884 1.215284 0.092857 0.008580 0.801505 0.159932 0.62515230.486160438319786
18.304865 0.001026 -2.301132 1.289469 0.124471 0.003143 1.409589 -0.456376 0.63881230.647055084948853
18.180269 0.022383 -2.163508 0.692043 0.133916 -0.001988 0.584541 -0.088887 0.45700628.235433495807097
19.141115 0.007682 -2.507324 0.986744 0.068583 0.009396 0.607775 -0.823959 0.64869829.84385409617805
18.415573 0.019933 -2.677688 0.858184 0.075855 0.008485 0.931684 -0.110167 0.33306030.20937114080339
18.847270 0.012777 -2.260194 1.064200 0.058158 0.006638 0.421976 -0.163505 0.37331429.04184984053341
18.342801 0.016561 -2.898251 1.224773 0.113070 0.005287 0.687149 0.148590 -0.04388630.779454763634313
19.214121 0.019914 -2.336570 1.016861 0.010742 0.005699 0.826522 -0.911862 0.71602029.537507391294575
19.360428 -0.004074 -2.344690 1.208614 0.078261 0.004879 0.786541 0.427706 0.87179830.71269527917876
18.709474 0.009583 -2.634131 1.786315 0.040480 0.007393 1.189016 0.631835 0.95052630.331882635928814
17.784215 0.014181 -2.433341 0.956235 0.157216 0.000626 0.956510 0.282773 0.52706130.848142147257306
17.604499 0.008634 -2.708476 0.937426 0.166961 0.011690 0.608335 -0.485754 0.32411931.349621350390347
19.213134 0.006614 -2.556583 1.231778 0.077569 0.005091 0.465337 0.119007 -0.32642130.640108896651792
18.492935 0.012817 -2.099629 0.722682 0.071176 0.011517 0.888165 0.164420 0.82656030.96643572470807
18.428006 0.020474 -2.456418 0.952300 0.049204 0.011001 1.262618 1.962139 0.71475731.083204374493217
18.738356 0.009089 -2.665782 1.019223 0.108676 0.006305 0.931116 -0.019997 0.01172430.12428212972546
18.697571 0.001727 -2.813330 0.799374 0.167141 0.001027 0.900084 -0.339138 0.49249531.3298910287485
19.462896 -0.004921 -2.436850 0.830306 0.071671 0.004357 1.217565 -0.094468 0.42072330.57302136430524
18.096093 0.021458 -2.370127 0.827276 0.114793 0.003445 1.080461 -0.955146 0.15102929.944553554610447
18.707966 0.010560 -2.692935 1.166705 0.084572 0.007939 0.842217 -1.064446 0.74182029.82241317358248
