88-0.926296	-0.001025	-0.015623	-0.008490	0.003369	-0.072453	0.000510
89-0.889969	0.003227	-0.010958	-0.008175	-0.000316	-0.006830	0.000102
90-0.907278	0.010310	-0.000120	0.014266	-0.004600	0.009627	0.000519
91-0.792578	-0.015296	-0.012003	-0.007207	0.006593	-0.096899	-0.000337
92-0.852347	0.002783	-0.000823	-0.008757	-0.000232	-0.089764	0.001037
93-0.920113	-0.000348	0.004505	0.001624	-0.001191	-0.081512	0.001367
94-0.846567	0.013782	-0.015837	0.002543	-0.004386	0.217764	-0.002417
95-0.895235	0.032898	-0.011751	-0.025655	-0.008103	0.113904	0.000002
96-0.980524	-0.002400	-0.005250	0.003177	0.000538	0.008609	0.000028
97-0.870968	0.007947	-0.020951	0.014091	-0.003270	0.061617	-0.000140
98-0.814887	-0.014939	-0.013558	-0.007617	0.007338	-0.174559	0.000701
99-0.896688	-0.007042	-0.006149	0.003279	0.001605	-0.110953	0.001118
100-0.994585	0.003030	-0.002508	0.015980	-0.003556	0.007173	0.000492
101-0.969065	0.025423	-0.021916	0.000701	-0.006543	0.069526	0.000866
102-0.937622	0.012708	-0.001469	-0.005539	-0.003843	0.032831	0.000950
103-0.976596	0.030946	-0.028157	-0.004768	-0.008092	0.077557	0.000463
104-0.915369	0.014884	-0.022085	-0.021909	-0.001798	0.055326	-0.000357
105-0.928999	0.015350	0.000056	0.008547	-0.006567	0.070150	0.000515
106-0.900446	0.009428	-0.023983	-0.022070	0.001028	-0.047360	0.000261
107-0.939203	0.002221	-0.017345	-0.017962	0.000112	0.059756	-0.000886
108-0.978187	0.025113	-0.028057	0.006894	-0.006053	0.118559	-0.000626
109-0.974396	-0.017415	-0.012783	0.016573	0.005834	-0.024572	-0.000891
110-0.852900	-0.017477	-0.014135	-0.005629	0.005759	-0.181832	0.001382
111-0.880698	0.022327	-0.022402	0.007959	-0.007080	0.101962	-0.000631
112-0.922085	-0.005608	-0.014200	0.001287	0.002879	0.029519	-0.000994
113-0.942338	0.005680	-0.008968	0.003315	-0.001617	0.048285	-0.000641
114-0.827236	-0.008861	-0.002785	-0.013076	0.005337	-0.105546	0.000736
115-0.914283	0.034147	0.003947	-0.007338	-0.010728	0.192146	-0.000661
116-0.925462	0.018659	0.008135	-0.009235	-0.005177	0.000705	0.001520
117-0.983456	-0.006170	-0.001192	0.003752	0.001953	-0.086465	0.001175
118-0.884595	0.002773	0.000789	0.018935	-0.002207	-0.033627	0.000557
119-0.883477	0.037830	-0.004668	-0.015075	-0.012615	0.211320	-0.000983
120-0.856857	0.024502	-0.007828	-0.021344	-0.007542	0.074078	0.000482
121-0.943332	0.004946	-0.005200	-0.013229	0.000091	0.052376	-0.000939
122-0.956564	-0.001020	-0.000733	-0.004850	0.001656	0.006670	-0.000440
123-0.890417	-0.015182	-0.013426	0.006303	0.004300	-0.011727	-0.000495
124-0.966179	0.009195	-0.012504	0.003565	-0.002904	0.041479	-0.000119
125-0.833703	-0.001840	-0.015506	0.002991	0.001957	0.001566	-0.000069
126-0.914294	-0.014676	0.005069	0.015805	0.004627	-0.089822	0.000557
127-0.926405	0.006593	-0.017988	0.005492	-0.001453	0.077151	-0.000961
128-0.905791	0.005298	-0.011236	0.011669	0.000501	-0.016765	0.000333
129-0.977871	0.020904	-0.007497	0.000820	-0.004739	0.139896	-0.000728
130-0.961504	-0.004402	-0.038045	0.024457	0.003547	-0.002430	0.000114
131-1.042931	0.018844	0.005899	0.015376	-0.008379	0.156850	-0.000383
132-0.788218	-0.014630	-0.015840	0.009858	0.004370	-0.207407	0.002137
133-0.902655	0.002700	-0.011551	0.011136	-0.003169	0.021698	0.000192
134-0.802334	-0.018708	-0.021327	0.006146	0.006707	-0.088673	-0.000362
135-0.902615	0.012529	0.005082	-0.005448	-0.005401	0.082224	-0.000074
136-0.920494	0.002144	0.009397	0.003213	-0.001078	0.007765	-0.000199
137-0.928333	0.012884	0.010770	-0.010892	-0.003698	-0.007166	0.000713
138-0.922066	0.025448	-0.016246	0.007536	-0.008617	0.061460	0.001580
139-0.901573	0.019488	-0.017758	0.001166	-0.004394	0.033104	0.000880
140-0.886667	0.003321	-0.003177	0.015076	-0.002430	-0.053024	0.000559
141-0.940438	0.021362	-0.007617	0.007976	-0.006511	0.084488	0.000334
142-0.914980	-0.003428	-0.011800	0.011740	0.002694	-0.118209	0.001910
143-0.933148	0.004640	0.001410	0.001316	-0.000213	0.086559	-0.000714
144-0.907855	-0.003543	-0.030863	0.022064	0.001661	0.060361	-0.000949
145-0.864247	-0.012286	-0.009466	-0.005353	0.003933	-0.089401	0.000550
146-0.885208	0.007621	-0.002418	-0.029270	-0.000934	-0.034490	0.000490
147-0.902834	0.019652	-0.008850	-0.014468	-0.004990	0.072156	0.000269
148-0.939191	-0.016735	-0.019009	0.010875	0.006608	-0.106996	-0.000011
149-0.913941	-0.000793	-0.008068	0.000438	-0.000898	-0.019256	0.000233
150-0.863299	0.011974	-0.004916	0.019428	-0.006229	0.092315	-0.000005
151-0.912548	-0.018438	-0.010894	0.011290	0.002715	-0.087762	-0.000015
152-0.897524	-0.026968	-0.005608	0.005120	0.007071	-0.139056	0.000511
153-0.914400	0.023717	-0.010642	0.014195	-0.009283	0.136729	-0.000446
154-0.835287	-0.000406	-0.026162	0.001129	0.001679	0.017762	-0.000420
155-0.950161	-0.006846	-0.011196	0.005398	0.004661	-0.125366	0.001316
156-0.857085	-0.017081	-0.004990	0.007860	0.004147	-0.151278	0.001419
157-0.961348	-0.015645	-0.016564	-0.017775	0.008079	-0.037419	-0.001055
158-0.942616	0.008187	-0.001097	-0.008646	-0.000770	0.015535	-0.000091
159-0.905137	0.001393	-0.009474	-0.003421	0.001422	0.051438	-0.001121
160-0.918921	-0.012214	-0.010659	0.000564	0.003682	-0.102885	0.001090
161-0.957651	-0.008530	-0.016956	-0.002846	0.003390	-0.150570	0.001654
162-0.908889	-0.020361	-0.017900	0.003416	0.008844	-0.189346	0.001019
163-0.960263	-0.006536	0.002009	-0.004107	0.002589	0.051626	-0.001171
164-0.851985	-0.010154	-0.025695	0.015331	0.003808	-0.093206	0.000107
165-0.933704	0.004122	-0.013941	0.016575	-0.001580	0.021951	0.000103
166-0.761069	-0.028673	-0.010145	-0.009964	0.009045	-0.229231	0.001208
167-0.980796	0.016922	-0.002862	-0.006728	-0.004022	0.048378	0.000540
168-0.847684	0.003116	-0.028992	0.013942	-0.000427	0.017703	-0.000366
169-0.950036	0.012274	-0.008282	0.003852	-0.002990	0.032235	0.000174
170-0.919336	-0.005432	0.001641	0.007168	0.001456	-0.030541	-0.000200
171-0.948889	0.013310	0.019726	-0.000418	-0.004946	-0.022077	0.001213
172-0.987001	-0.022434	-0.000292	0.004650	0.009467	-0.071414	-0.000214
173-0.965670	0.008648	-0.016078	0.015650	-0.004800	0.035704	0.000294
174-0.847097	-0.000522	0.000076	0.008687	-0.000595	-0.085383	0.000908
175-0.913225	0.027323	-0.005570	0.014702	-0.009739	0.082212	0.001046
176-0.880044	0.012773	-0.015890	-0.013414	-0.001972	-0.030917	0.001540
177-0.927002	0.003252	-0.018147	0.014124	-0.000931	0.045901	-0.000470
178-0.961090	0.009332	-0.014686	-0.011915	-0.000742	-0.060031	0.001304
179-0.908527	0.002404	-0.009169	0.006943	-0.003430	-0.075346	0.001581
180-0.811368	-0.018351	-0.010639	0.023607	0.002652	-0.083824	0.000263
181-0.986739	0.020358	-0.000965	0.012921	-0.006384	0.120181	-0.000816
182-0.932466	0.013997	-0.007189	0.001461	-0.001833	0.013678	0.000395
183-1.008257	0.013310	-0.010737	-0.011594	-0.005668	0.087377	-0.000186
184-0.874770	-0.026371	-0.002700	0.002336	0.007228	-0.035304	-0.000851
185-0.923747	0.011332	-0.013728	-0.007406	0.000306	0.032882	-0.000359
186-0.904633	-0.004648	-0.026798	0.004497	0.005270	-0.144911	0.001361
187-0.901455	-0.005052	-0.006150	0.004745	0.002480	-0.187014	0.002422
188-0.857755	-0.015240	-0.015125	0.010586	0.006166	-0.210579	0.001747
189-0.839775	0.022111	-0.025753	-0.024793	-0.005683	0.042521	0.000509
190-0.955307	-0.011067	0.002013	0.005243	0.001780	-0.067774	0.000815
191-0.881874	0.008262	-0.001347	0.003187	-0.005115	0.025598	0.000843
192-0.875194	-0.027182	0.007360	-0.000057	0.007473	-0.219569	0.001997
193-0.864495	0.011265	-0.006839	0.004319	-0.004015	0.061134	0.000103
194-0.933752	0.011037	-0.020315	0.004028	-0.004358	0.068247	-0.000319
195-0.880645	-0.010607	-0.003672	-0.025316	0.007381	-0.033785	-0.000758
196-0.924474	0.016509	-0.014665	0.001550	-0.005017	0.078194	-0.000018
197-1.062756	-0.005451	0.004980	0.005742	0.002518	-0.096706	0.000957
198-0.951332	0.015537	-0.013005	-0.007174	-0.003130	-0.013682	0.000805
199-0.827018	-0.008551	-0.000122	-0.005990	0.001784	-0.027481	0.000112
200-0.900120	-0.022737	-0.007086	0.020795	0.005562	-0.122692	0.000467
201-0.839989	-0.030194	-0.015265	-0.008520	0.011044	-0.188036	0.000044
202-0.953389	0.021534	-0.008385	0.004539	-0.007558	0.165535	-0.000994
203-0.947317	0.023455	-0.008966	-0.000087	-0.007586	0.059023	0.001048
204-0.930957	-0.000798	-0.004429	0.003939	0.001384	-0.069336	0.001061
205-0.930794	-0.007911	-0.001690	0.017640	0.004081	-0.043692	0.000294
206-0.916541	0.008551	-0.012000	-0.002136	-0.002944	0.052163	-0.000180
207-0.937165	0.006156	-0.012334	0.014716	-0.002050	0.115890	-0.001381
208-0.904792	0.006464	-0.022450	0.008212	-0.003286	0.032912	0.000241
209-0.901578	0.008373	-0.036942	-0.006930	0.000403	-0.045816	0.000730
210-0.981996	0.033060	-0.007394	0.005528	-0.008337	0.150515	-0.000166
211-0.925890	0.013192	-0.005570	-0.001713	-0.003180	0.111068	-0.000691
212-0.847580	0.011415	-0.009647	-0.004627	-0.001477	0.081198	-0.000577
213-0.938855	-0.007024	-0.010795	0.011259	0.000944	0.027462	-0.000720
214-0.914117	0.025015	0.000229	-0.017724	-0.006266	0.037402	0.001136
215-0.893169	-0.002887	-0.005028	-0.012202	0.001290	-0.106219	0.001493
216-0.977646	0.001127	0.010707	0.018978	-0.003077	0.049766	0.000529
217-0.946666	0.014108	-0.015786	-0.010924	-0.001631	-0.043250	0.001070
218-0.909490	0.018205	-0.010205	0.015493	-0.007051	0.079436	0.000714
219-0.861503	-0.000559	-0.011337	-0.009099	0.000994	-0.095831	0.001203
220-0.861336	-0.028086	0.004583	0.005930	0.008733	-0.157482	0.000273
221-0.916074	0.011749	-0.007869	-0.006822	-0.002441	-0.071973	0.001895
222-0.832955	-0.006588	-0.008671	0.001829	0.001958	-0.044880	0.000110
223-0.938832	-0.012577	-0.019242	0.001808	0.005454	-0.050353	-0.000337
224-0.916139	-0.027446	-0.006887	-0.005269	0.010238	-0.034789	-0.001465
225-0.887082	-0.011535	-0.014763	-0.003071	0.005997	-0.124904	0.000567
226-0.921559	0.011368	-0.022857	0.009483	-0.004117	0.139288	-0.001106
227-0.916135	-0.005121	-0.016857	0.000817	0.003524	0.009035	-0.001350
228-0.899083	0.015866	-0.003638	-0.019681	-0.003808	0.061377	-0.000346
229-0.879552	0.005203	-0.009942	-0.001962	-0.001607	0.026860	0.000111
230-0.885354	-0.008583	-0.023786	0.013137	0.003977	-0.047558	0.000044
231-0.919626	-0.024098	-0.007730	0.010427	0.005890	-0.129517	0.000822
232-0.849893	0.006644	-0.005155	0.003192	-0.002732	-0.049752	0.001245
233-0.940355	0.001495	0.004033	0.011002	-0.003128	0.032463	0.000347
234-0.834368	0.004085	-0.007989	-0.005258	-0.000235	-0.081083	0.001130
235-0.925136	0.022534	-0.022665	-0.002095	-0.005189	0.063585	0.000860
236-0.890452	0.017820	-0.028369	0.005100	-0.005387	0.087868	-0.000326
237-0.920398	-0.021406	0.011819	0.017995	0.005348	-0.068191	-0.000320
238-0.926563	-0.027809	-0.015470	0.002851	0.009998	-0.165474	0.000276
239-0.980671	0.018107	-0.011097	0.002720	-0.006793	-0.042111	0.001920
240-0.887708	0.003770	-0.009940	0.008788	-0.002232	-0.041189	0.000792
241-1.000954	0.046215	-0.004604	0.004849	-0.015957	0.139613	0.001165
242-0.903767	-0.027653	0.014387	0.022529	0.008093	-0.150982	0.000606
243-0.918517	0.013413	-0.038088	-0.011215	-0.001139	0.044097	-0.000493
244-0.907118	0.002099	-0.009149	-0.002404	-0.001346	0.057062	-0.001108
245-0.879429	-0.033073	-0.009865	0.009551	0.011244	-0.133481	-0.000252
246-0.849336	-0.022134	-0.012454	-0.000410	0.007284	-0.141176	0.000654
247-0.835829	-0.028333	-0.010820	0.002155	0.009873	-0.074385	-0.001110
248-0.892387	0.016511	-0.016378	0.014596	-0.006044	0.070938	0.000346
249-0.798159	-0.002677	-0.023065	0.003359	0.003702	-0.059768	0.000401
250-0.939147	0.007002	-0.001622	-0.010769	0.000769	-0.034828	0.000588
251-0.865147	-0.009273	-0.002055	0.001801	0.002844	-0.065651	0.000294
252-0.937251	0.011911	-0.009485	-0.001121	-0.004383	0.076236	-0.000190
253-0.887495	0.012640	-0.003104	-0.010419	-0.003028	0.109713	-0.000713
254-0.828636	-0.019273	-0.011087	0.001191	0.005635	-0.191064	0.001106
255-0.938293	0.006476	-0.012068	-0.002906	-0.002156	0.006316	0.000193
256-0.869387	0.000024	-0.016711	-0.001844	0.001352	-0.105941	0.001027
257-0.896594	-0.015631	0.012062	-0.015833	0.007079	-0.093077	-0.000259
258-0.856652	0.001343	-0.020496	-0.010306	0.001259	-0.004437	-0.000251
259-0.927086	0.006865	-0.007815	0.004438	-0.000436	-0.024963	0.000835
260-0.825548	0.007292	-0.013569	-0.027818	-0.001556	-0.088880	0.001200
261-0.871981	-0.007239	-0.005840	-0.008278	0.002743	-0.135038	0.001170
262-0.802691	0.006292	-0.021253	-0.012428	-0.000226	0.011446	-0.000598
263-0.985439	0.028559	-0.001980	-0.011041	-0.007713	0.088334	0.000235
264-0.956068	0.011018	-0.004136	-0.005764	-0.002662	0.083116	-0.000543
265-0.899836	-0.007881	-0.003419	-0.006962	0.003624	-0.081081	0.000304
266-0.945053	0.027471	0.006279	0.007180	-0.010953	0.145850	-0.000278
267-0.874507	-0.000634	-0.006122	0.000212	0.001599	0.022975	-0.001621
268-0.899786	0.002830	-0.006551	-0.012534	-0.001797	-0.036300	0.001022
269-0.983502	-0.007814	-0.007437	0.010313	0.003030	0.020230	-0.000720
270-0.956326	0.021514	-0.001902	-0.011883	-0.007439	0.171462	-0.000769
271-0.887138	0.031137	-0.004519	-0.010148	-0.007823	0.080709	0.001075
272-0.931933	0.024137	-0.010015	-0.020288	-0.006501	0.149767	-0.000586
273-0.899994	-0.012441	0.016628	-0.010283	0.004427	-0.073950	-0.000062
274-0.832602	-0.012072	-0.006288	0.001483	0.005111	-0.113792	0.000804
275-0.880988	-0.031282	-0.015909	-0.000697	0.012422	-0.217486	0.001095
276-0.908129	0.005320	-0.014120	-0.012310	0.000758	-0.044329	0.000296
277-0.906050	-0.027814	-0.005089	0.003789	0.008836	-0.109980	-0.000116
278-0.885725	0.018070	-0.013105	-0.000123	-0.005139	0.102574	-0.000490
279-0.956508	0.003099	-0.011848	0.020707	-0.002112	0.057532	-0.000433
280-0.947290	0.019300	-0.012381	0.009910	-0.004987	0.128172	-0.000503
281-0.935446	-0.018507	-0.009232	0.010889	0.004468	-0.078672	0.000097
282-0.837816	0.003447	-0.025622	-0.010969	0.001844	-0.048262	0.000705
283-0.865816	0.025007	-0.003820	0.005423	-0.010271	0.075659	0.000889
284-0.973716	0.040580	-0.006874	0.009045	-0.014314	0.201891	-0.000396
285-0.751212	-0.043526	-0.011935	-0.012453	0.014161	-0.243975	0.000216
286-0.945876	0.018145	-0.014833	0.003057	-0.004022	0.000201	0.000773
287-0.864014	0.027431	0.002128	-0.004705	-0.010419	0.176115	-0.001251
288-0.994931	0.010672	-0.002811	0.000518	-0.000464	0.045145	-0.000180
289-0.886017	-0.017391	0.005810	-0.002857	0.005364	-0.120434	0.000755
290-0.903524	-0.012983	-0.013802	-0.002178	0.005050	-0.041156	-0.000697
291-0.999810	-0.014756	-0.029810	-0.007627	0.006552	-0.087950	-0.000515
292-0.980410	0.024654	-0.010989	0.006634	-0.008669	0.145137	-0.000247
293-0.851862	-0.006178	-0.015958	-0.002909	0.002701	0.032052	-0.000819
294-0.886433	0.014106	-0.004175	0.009387	-0.003625	0.106547	-0.000890
295-0.826901	0.002816	0.006831	0.025005	-0.003952	0.029234	0.000552
296-0.983550	0.012823	-0.018596	-0.003364	-0.002145	0.077783	-0.000990
297-0.949457	0.002707	-0.017060	0.007330	0.000089	0.106570	-0.001802
298-0.886485	-0.005770	-0.019329	0.006742	0.002610	-0.000546	-0.000738
299-0.879432	-0.008213	-0.012711	0.019773	0.001938	0.002405	-0.000505
300-0.991803	0.013172	0.008143	0.011771	-0.006887	0.126523	-0.000380
301-0.932068	0.001415	-0.010906	-0.001833	0.000050	-0.084471	0.001196
302-0.870051	0.000302	-0.009523	-0.004710	0.001718	-0.067764	0.000699
303-0.889745	-0.004878	-0.002607	-0.008840	0.004273	-0.035716	0.000194
304-0.958064	0.014473	-0.023293	-0.014331	-0.000264	-0.011110	0.000339
305-0.825725	0.005557	-0.006142	-0.000417	-0.004286	0.061551	-0.000559
306-0.833952	-0.001209	-0.004565	-0.014779	0.000385	0.005735	-0.000473
307-0.888891	0.003414	-0.013765	0.008661	-0.001177	0.074092	-0.000831
308-0.829733	-0.019855	-0.019387	0.006621	0.007320	-0.141352	0.000810
309-0.949049	0.014842	-0.023831	-0.006644	-0.002508	0.005323	0.000543
310-0.908288	-0.007162	-0.014526	0.003791	0.002627	-0.115332	0.000869
311-0.859830	0.012877	0.016297	0.005251	-0.006543	0.073825	0.000207
312-0.851004	0.013918	-0.007523	0.001815	-0.004453	0.027653	0.000576
313-0.913225	0.029033	-0.021212	-0.014478	-0.008287	0.118179	-0.000281
314-0.980062	0.019789	-0.012695	0.001115	-0.003788	0.053574	0.000432
315-0.981938	0.013594	-0.012711	0.012864	-0.003451	0.018692	0.000380
316-0.840321	0.004207	-0.004420	-0.006856	-0.000501	0.042541	-0.000279
317-0.832423	0.020287	-0.020233	-0.021123	-0.006509	0.006512	0.000964
318-0.872268	-0.039938	0.002862	0.004378	0.013407	-0.209205	0.000755
319-0.936503	0.010566	-0.023603	0.003421	-0.002459	0.061739	-0.000170
320-0.922874	0.017343	-0.018877	0.012149	-0.002773	0.139288	-0.001166
321-0.923901	0.006120	-0.010143	0.010960	-0.004288	-0.002045	0.000585
322-0.854328	0.002322	-0.002729	-0.008188	0.002145	-0.027249	0.000266
323-0.847234	-0.003630	-0.011236	-0.010488	0.001771	-0.050640	0.000124
324-0.915080	-0.000956	-0.011678	0.002936	0.001760	-0.093243	0.001385
325-0.892116	-0.020078	-0.006920	0.018212	0.004084	-0.066691	-0.000121
326-0.897491	-0.028136	-0.006244	0.017049	0.008474	-0.148127	0.000191
327-0.829061	-0.014372	-0.014883	0.003376	0.006304	-0.120851	0.000438
328-0.811989	-0.010063	0.000282	-0.010627	0.001849	-0.058040	0.000469
329-0.939000	-0.002855	-0.011220	-0.015253	0.002683	0.061071	-0.001426
330-0.878264	-0.006145	-0.010626	0.004055	0.001801	-0.036031	0.000771
331-0.904886	0.010337	-0.002335	0.000317	-0.003977	-0.027994	0.000916
332-0.979224	0.023920	-0.013486	0.000537	-0.006133	0.076318	0.000585
333-1.017877	0.046258	-0.010357	0.001872	-0.017387	0.132851	0.001811
334-0.922395	0.005677	-0.001650	0.007571	-0.001600	0.020425	-0.000070
335-0.858388	-0.009408	-0.012509	0.011246	0.004355	-0.035132	-0.000075
336-0.919761	0.003259	-0.007897	0.001214	-0.001618	-0.021750	0.000367
337-0.974104	0.013933	-0.026785	-0.013960	-0.002144	0.044828	-0.000192
338-0.960278	0.016486	-0.000930	0.007087	-0.008363	0.097806	0.000289
339-0.916096	0.019335	-0.014671	-0.001246	-0.005219	0.106786	-0.000541
340-0.879634	0.006868	0.015453	-0.017221	-0.003177	0.009936	0.000602
341-0.918936	-0.002053	0.000455	-0.007498	0.001111	-0.032731	-0.000108
342-0.904529	0.012747	-0.008269	0.011731	-0.005094	0.021924	0.000776
343-0.944365	-0.003178	-0.008476	0.003866	0.001308	-0.018247	0.000055
344-1.014485	0.030630	-0.017668	-0.013790	-0.008640	0.134485	0.000225
345-0.857625	-0.028326	-0.009699	0.009719	0.008563	-0.078158	-0.001156
346-0.896861	-0.006599	-0.014421	-0.004889	0.004515	-0.107633	0.001214
347-0.937644	0.013288	-0.003421	0.005880	-0.004733	0.086117	-0.000064
348-0.969952	0.027528	-0.019137	0.003977	-0.008476	0.154380	-0.000584
